Sequencer Count,Start_Time(in sec),End_Time(in sec),Execution Time(in msec),Jitter(in msec)
977,1566065816.702086,1566065816.702156,0.070095,0.042915
978,1566065817.702131,1566065817.702203,0.072241,-0.044823
979,1566065818.702136,1566065818.702204,0.068188,-0.005245
980,1566065819.702137,1566065819.702220,0.083685,-0.000477
981,1566065820.702135,1566065820.702205,0.070572,0.001907
982,1566065821.702138,1566065821.702215,0.076771,-0.003099
983,1566065822.702131,1566065822.702204,0.073195,0.006914
984,1566065823.702137,1566065823.702210,0.073195,-0.006199
985,1566065824.702132,1566065824.702205,0.072718,0.005007
986,1566065825.702133,1566065825.702205,0.072241,-0.000715
987,1566065826.702082,1566065826.702154,0.071526,0.050545
988,1566065827.702085,1566065827.702157,0.072956,-0.002146
989,1566065828.702143,1566065828.702213,0.070095,-0.058413
990,1566065829.702141,1566065829.702215,0.074387,0.001907
991,1566065830.702134,1566065830.702205,0.070810,0.007153
992,1566065831.702083,1566065831.702151,0.068188,0.051260
993,1566065832.702136,1566065832.702210,0.074625,-0.053167
994,1566065833.702137,1566065833.702206,0.069141,-0.000715
995,1566065834.702083,1566065834.702152,0.069380,0.053406
996,1566065835.702084,1566065835.702154,0.070333,-0.000477
997,1566065836.702130,1566065836.702203,0.072956,-0.046015
998,1566065837.702082,1566065837.702156,0.074148,0.047445
999,1566065838.702129,1566065838.702200,0.070810,-0.046968
1000,1566065839.702129,1566065839.702200,0.071764,0.000477
1001,1566065840.702082,1566065840.702152,0.069857,0.046730
1002,1566065841.702130,1566065841.702203,0.073195,-0.047684
1003,1566065842.702137,1566065842.702207,0.070572,-0.007153
1004,1566065843.702083,1566065843.702152,0.069380,0.053883
1005,1566065844.702135,1566065844.702210,0.074863,-0.051975
1006,1566065845.702138,1566065845.702210,0.072479,-0.003099
1007,1566065846.702085,1566065846.702157,0.071287,0.052452
1008,1566065847.702129,1566065847.702200,0.070810,-0.043869
1009,1566065848.702139,1566065848.702213,0.073910,-0.010014
1010,1566065849.702087,1566065849.702159,0.072241,0.052452
1011,1566065850.702129,1566065850.702199,0.069857,-0.042439
1012,1566065851.702082,1566065851.702153,0.071049,0.046968
1013,1566065852.702134,1566065852.702205,0.071049,-0.051975
1014,1566065853.702142,1566065853.702212,0.070810,-0.007153
1015,1566065854.702084,1566065854.702156,0.071526,0.057459
1016,1566065855.702087,1566065855.702160,0.073195,-0.002861
1017,1566065856.702083,1566065856.702153,0.069857,0.003815
1018,1566065857.702131,1566065857.702201,0.070572,-0.047684
1019,1566065858.702083,1566065858.702153,0.070333,0.047922
1020,1566065859.702086,1566065859.702158,0.071287,-0.003576
1021,1566065860.702085,1566065860.702161,0.076056,0.001431
1022,1566065861.702085,1566065861.702158,0.072479,-0.000477
1023,1566065862.702130,1566065862.702201,0.070810,-0.044823
1024,1566065863.702133,1566065863.702203,0.069618,-0.002861
1025,1566065864.702085,1566065864.702154,0.069618,0.048637
1026,1566065865.702083,1566065865.702149,0.066280,0.001907
1027,1566065866.702141,1566065866.702216,0.075340,-0.058413
1028,1566065867.702083,1566065867.702152,0.069618,0.058413
1029,1566065868.702129,1566065868.702202,0.072956,-0.046253
1030,1566065869.702084,1566065869.702159,0.075102,0.044823
1031,1566065870.702082,1566065870.702154,0.072002,0.002384
1032,1566065871.702127,1566065871.702198,0.071049,-0.045061
1033,1566065872.702132,1566065872.702203,0.070810,-0.005245
1034,1566065873.702080,1566065873.702153,0.072718,0.051975
1035,1566065874.702132,1566065874.702203,0.071287,-0.051737
1036,1566065875.702144,1566065875.702220,0.076532,-0.011921
1037,1566065876.702083,1566065876.702152,0.069141,0.060797
1038,1566065877.702130,1566065877.702202,0.072241,-0.046730
1039,1566065878.702133,1566065878.702204,0.071764,-0.003099
1040,1566065879.702129,1566065879.702201,0.072002,0.003338
1041,1566065880.702131,1566065880.702202,0.070810,-0.001669
1042,1566065881.702134,1566065881.702205,0.071287,-0.002623
1043,1566065882.702083,1566065882.702152,0.069141,0.050545
1044,1566065883.702129,1566065883.702202,0.072956,-0.046253
1045,1566065884.702132,1566065884.702206,0.073910,-0.002861
1046,1566065885.702131,1566065885.702204,0.072956,0.000954
1047,1566065886.702082,1566065886.702152,0.069857,0.049114
1048,1566065887.702129,1566065887.702200,0.071287,-0.046492
1049,1566065888.702133,1566065888.702205,0.072241,-0.004292
1050,1566065889.702085,1566065889.702157,0.072002,0.048399
1051,1566065890.702133,1566065890.702204,0.070572,-0.048399
1052,1566065891.702141,1566065891.702216,0.074625,-0.008106
1053,1566065892.702084,1566065892.702156,0.071764,0.056744
1054,1566065893.702135,1566065893.702207,0.072718,-0.050306
1055,1566065894.702084,1566065894.702155,0.071526,0.051022
1056,1566065895.702081,1566065895.702152,0.070572,0.002146
1057,1566065896.702133,1566065896.702204,0.070572,-0.051737
1058,1566065897.702135,1566065897.702210,0.074863,-0.001669
1059,1566065898.702080,1566065898.702155,0.074625,0.054359
1060,1566065899.702084,1566065899.702154,0.069618,-0.003815
1061,1566065900.702083,1566065900.702153,0.070095,0.001431
1062,1566065901.702132,1566065901.702205,0.072479,-0.049353
1063,1566065902.702135,1566065902.702205,0.070333,-0.002861
1064,1566065903.702134,1566065903.702204,0.069618,0.000715
1065,1566065904.702132,1566065904.702205,0.073195,0.002146
1066,1566065905.702095,1566065905.702167,0.071764,0.037193
1067,1566065906.702143,1566065906.702209,0.065804,-0.048161
1068,1566065907.702136,1566065907.702205,0.069618,0.007391
1069,1566065908.702081,1566065908.702150,0.069380,0.055075
1070,1566065909.702134,1566065909.702204,0.070810,-0.052929
1071,1566065910.702084,1566065910.702154,0.070810,0.050068
1072,1566065911.702085,1566065911.702157,0.071764,-0.001669
1073,1566065912.702137,1566065912.702198,0.061035,-0.051260
1074,1566065913.702133,1566065913.702204,0.070810,0.003338
1075,1566065914.702139,1566065914.702207,0.067472,-0.005960
1076,1566065915.702082,1566065915.702149,0.067711,0.057459
1077,1566065916.702129,1566065916.702198,0.068903,-0.046968
1078,1566065917.702083,1566065917.702152,0.068903,0.045776
1079,1566065918.702083,1566065918.702152,0.068426,-0.000238
1080,1566065919.702083,1566065919.702152,0.069380,0.000238
1081,1566065920.702082,1566065920.702153,0.070333,0.000477
1082,1566065921.702133,1566065921.702205,0.071526,-0.050783
1083,1566065922.702128,1566065922.702198,0.069857,0.004768
1084,1566065923.702131,1566065923.702203,0.072002,-0.002623
1085,1566065924.702128,1566065924.702199,0.070572,0.002861
1086,1566065925.702130,1566065925.702199,0.069618,-0.001431
1087,1566065926.702083,1566065926.702153,0.070333,0.046730
1088,1566065927.702087,1566065927.702157,0.070333,-0.004053
1089,1566065928.702131,1566065928.702201,0.070333,-0.044107
1090,1566065929.702086,1566065929.702156,0.070333,0.045061
1091,1566065930.702084,1566065930.702148,0.063896,0.001907
1092,1566065931.702088,1566065931.702164,0.076056,-0.003576
1093,1566065932.702089,1566065932.702163,0.074387,-0.000954
1094,1566065933.702096,1566065933.702167,0.071287,-0.006914
1095,1566065934.702082,1566065934.702153,0.071526,0.013590
1096,1566065935.702092,1566065935.702161,0.068188,-0.010490
1097,1566065936.702093,1566065936.702168,0.075102,-0.000715
1098,1566065937.702087,1566065937.702152,0.065804,0.006437
1099,1566065938.702086,1566065938.702157,0.071287,0.000954
1100,1566065939.702084,1566065939.702154,0.070572,0.002146
1101,1566065940.702084,1566065940.702157,0.073433,0.000000
1102,1566065941.702092,1566065941.702163,0.071287,-0.008345
1103,1566065942.702085,1566065942.702157,0.071526,0.006914
1104,1566065943.702091,1566065943.702164,0.073195,-0.006199
1105,1566065944.702130,1566065944.702200,0.070333,-0.038862
1106,1566065945.702135,1566065945.702210,0.074863,-0.005245
1107,1566065946.702133,1566065946.702208,0.074387,0.001907
1108,1566065947.702090,1566065947.702161,0.070810,0.043392
1109,1566065948.702128,1566065948.702201,0.072241,-0.038385
1110,1566065949.702086,1566065949.702154,0.067234,0.041962
1111,1566065950.702084,1566065950.702153,0.069857,0.002861
1112,1566065951.702129,1566065951.702201,0.071526,-0.045538
1113,1566065952.702084,1566065952.702154,0.070095,0.044823
1114,1566065953.702082,1566065953.702152,0.070095,0.002623
1115,1566065954.702141,1566065954.702206,0.065804,-0.058889
1116,1566065955.702139,1566065955.702210,0.071049,0.001907
1117,1566065956.702142,1566065956.702202,0.060797,-0.002861
1118,1566065957.702133,1566065957.702204,0.071287,0.008345
1119,1566065958.702140,1566065958.702204,0.064135,-0.006914
1120,1566065959.702139,1566065959.702209,0.070333,0.001431
1121,1566065960.702140,1566065960.702207,0.067234,-0.000954
1122,1566065961.702136,1566065961.702213,0.077486,0.004053
1123,1566065962.702083,1566065962.702153,0.069857,0.052214
1124,1566065963.702084,1566065963.702152,0.067711,-0.000715
1125,1566065964.702136,1566065964.702201,0.065327,-0.051498
1126,1566065965.702086,1566065965.702160,0.073671,0.049591
1127,1566065966.702137,1566065966.702207,0.069380,-0.051498
1128,1566065967.702128,1566065967.702199,0.070572,0.009298
1129,1566065968.702137,1566065968.702203,0.065088,-0.009298
1130,1566065969.702128,1566065969.702199,0.070810,0.009298
1131,1566065970.702139,1566065970.702205,0.066042,-0.010490
1132,1566065971.702133,1566065971.702203,0.069857,0.005484
1133,1566065972.702139,1566065972.702204,0.064373,-0.005960
1134,1566065973.702083,1566065973.702151,0.068426,0.056267
1135,1566065974.702137,1566065974.702203,0.065804,-0.053883
1136,1566065975.702128,1566065975.702198,0.069380,0.008583
1137,1566065976.702146,1566065976.702210,0.064373,-0.017405
1138,1566065977.702128,1566065977.702199,0.070810,0.017643
1139,1566065978.702135,1566065978.702203,0.067949,-0.007153
1140,1566065979.702131,1566065979.702203,0.071287,0.003815
1141,1566065980.702128,1566065980.702200,0.072002,0.002861
1142,1566065981.702083,1566065981.702158,0.075102,0.045538
1143,1566065982.702142,1566065982.702208,0.065327,-0.059605
1144,1566065983.702132,1566065983.702206,0.073671,0.010014
1145,1566065984.702085,1566065984.702156,0.071049,0.047207
1146,1566065985.702130,1566065985.702211,0.080824,-0.044584
1147,1566065986.702136,1566065986.702202,0.066519,-0.005960
1148,1566065987.702083,1566065987.702153,0.069380,0.052452
1149,1566065988.702135,1566065988.702203,0.067472,-0.051975
1150,1566065989.702134,1566065989.702204,0.070095,0.001192
1151,1566065990.702080,1566065990.702145,0.064850,0.054121
1152,1566065991.702131,1566065991.702204,0.073433,-0.050545
1153,1566065992.702135,1566065992.702202,0.066757,-0.004768
1154,1566065993.702131,1566065993.702201,0.069857,0.004292
1155,1566065994.702141,1566065994.702208,0.067472,-0.009537
1156,1566065995.702132,1566065995.702204,0.072241,0.008821
1157,1566065996.702139,1566065996.702203,0.064135,-0.007153
1158,1566065997.702135,1566065997.702205,0.069618,0.003815
1159,1566065998.702144,1566065998.702211,0.066280,-0.009298
1160,1566065999.702128,1566065999.702199,0.071049,0.016212
1161,1566066000.702139,1566066000.702203,0.063658,-0.011206
1162,1566066001.702131,1566066001.702202,0.071287,0.008821
1163,1566066002.702140,1566066002.702206,0.066280,-0.009060
1164,1566066003.702083,1566066003.702153,0.070333,0.056744
1165,1566066004.702139,1566066004.702202,0.063181,-0.056028
1166,1566066005.702084,1566066005.702153,0.069618,0.055075
1167,1566066006.702135,1566066006.702202,0.066996,-0.051260
1168,1566066007.702142,1566066007.702219,0.077248,-0.006676
1169,1566066008.702139,1566066008.702204,0.065327,0.002623
1170,1566066009.702128,1566066009.702199,0.070333,0.010967
1171,1566066010.702086,1566066010.702159,0.073433,0.042200
1172,1566066011.702085,1566066011.702155,0.070810,0.001431
1173,1566066012.702084,1566066012.702155,0.071526,0.000954
1174,1566066013.702141,1566066013.702219,0.078201,-0.056982
1175,1566066014.702139,1566066014.702205,0.066280,0.001431
1176,1566066015.702131,1566066015.702201,0.070095,0.008345
1177,1566066016.702136,1566066016.702199,0.063181,-0.005484
1178,1566066017.702139,1566066017.702214,0.074863,-0.002384
1179,1566066018.702138,1566066018.702202,0.063419,0.000477
1180,1566066019.702130,1566066019.702203,0.072718,0.007868
1181,1566066020.702134,1566066020.702197,0.062943,-0.003815
1182,1566066021.702082,1566066021.702153,0.070572,0.051737
1183,1566066022.702128,1566066022.702193,0.064373,-0.046015
1184,1566066023.702135,1566066023.702201,0.065804,-0.006437
1185,1566066024.702083,1566066024.702156,0.072718,0.051498
1186,1566066025.702138,1566066025.702204,0.065327,-0.054836
1187,1566066026.702128,1566066026.702199,0.071049,0.010490
1188,1566066027.702141,1566066027.702208,0.066996,-0.013351
1189,1566066028.702085,1566066028.702163,0.078201,0.056505
1190,1566066029.702135,1566066029.702198,0.062466,-0.050783
1191,1566066030.702130,1566066030.702201,0.071049,0.005245
1192,1566066031.702129,1566066031.702195,0.065804,0.001192
1193,1566066032.702133,1566066032.702203,0.069618,-0.004530
1194,1566066033.702083,1566066033.702154,0.070810,0.050068
1195,1566066034.702135,1566066034.702208,0.072718,-0.051737
1196,1566066035.702084,1566066035.702156,0.071526,0.051022
1197,1566066036.702083,1566066036.702153,0.070333,0.000954
1198,1566066037.702083,1566066037.702156,0.072241,-0.000238
1199,1566066038.702084,1566066038.702155,0.071526,-0.000238
1200,1566066039.702137,1566066039.702205,0.067711,-0.053406
1201,1566066040.702131,1566066040.702204,0.073195,0.005722
1202,1566066041.702139,1566066041.702203,0.064611,-0.007391
1203,1566066042.702133,1566066042.702206,0.073433,0.005722
1204,1566066043.702090,1566066043.702154,0.064850,0.043392
1205,1566066044.702131,1566066044.702203,0.072002,-0.041485
1206,1566066045.702124,1566066045.702188,0.063896,0.006914
1207,1566066046.702130,1566066046.702204,0.074863,-0.005484
1208,1566066047.702123,1566066047.702185,0.062227,0.006437
1209,1566066048.702083,1566066048.702153,0.069857,0.039816
1210,1566066049.702125,1566066049.702188,0.063896,-0.041246
1211,1566066050.702083,1566066050.702156,0.072479,0.041246
1212,1566066051.702129,1566066051.702191,0.062466,-0.045300
1213,1566066052.702086,1566066052.702157,0.071049,0.042677
1214,1566066053.702129,1566066053.702194,0.064850,-0.042915
1215,1566066054.702136,1566066054.702208,0.072002,-0.007153
1216,1566066055.702134,1566066055.702201,0.066519,0.001907
1217,1566066056.702136,1566066056.702206,0.070572,-0.001431
1218,1566066057.702084,1566066057.702154,0.070095,0.051498
1219,1566066058.702138,1566066058.702213,0.074387,-0.054121
1220,1566066059.702142,1566066059.702207,0.064850,-0.003576
1221,1566066060.702133,1566066060.702205,0.071287,0.008345
1222,1566066061.702135,1566066061.702199,0.064373,-0.001192
1223,1566066062.702084,1566066062.702157,0.073433,0.050545
1224,1566066063.702139,1566066063.702206,0.066757,-0.055075
1225,1566066064.702084,1566066064.702155,0.070810,0.055075
1226,1566066065.702124,1566066065.702187,0.063181,-0.039577
1227,1566066066.702133,1566066066.702204,0.071049,-0.009060
1228,1566066067.702140,1566066067.702206,0.066042,-0.007391
1229,1566066068.702083,1566066068.702153,0.069618,0.056744
1230,1566066069.702126,1566066069.702191,0.064850,-0.042677
1231,1566066070.702132,1566066070.702202,0.070810,-0.005484
1232,1566066071.702080,1566066071.702143,0.063181,0.051975
1233,1566066072.702084,1566066072.702153,0.069857,-0.004053
1234,1566066073.702134,1566066073.702197,0.062704,-0.050545
1235,1566066074.702136,1566066074.702210,0.074148,-0.001907
1236,1566066075.702139,1566066075.702204,0.065327,-0.002861
1237,1566066076.702132,1566066076.702202,0.069857,0.007153
1238,1566066077.702135,1566066077.702200,0.064611,-0.003576
1239,1566066078.702082,1566066078.702152,0.069380,0.053167
1240,1566066079.702129,1566066079.702192,0.063181,-0.046492
1241,1566066080.702134,1566066080.702195,0.061512,-0.005007
1242,1566066081.702138,1566066081.702202,0.063181,-0.004768
1243,1566066082.702086,1566066082.702160,0.073910,0.052214
1244,1566066083.702141,1566066083.702205,0.064373,-0.054359
1245,1566066084.702134,1566066084.702204,0.070810,0.006914
1246,1566066085.702140,1566066085.702206,0.065565,-0.006437
1247,1566066086.702085,1566066086.702158,0.073433,0.055552
1248,1566066087.702137,1566066087.702202,0.064373,-0.052929
1249,1566066088.702133,1566066088.702205,0.072002,0.004292
1250,1566066089.702140,1566066089.702204,0.064135,-0.006914
1251,1566066090.702130,1566066090.702201,0.071287,0.010490
1252,1566066091.702084,1566066091.702158,0.074387,0.045538
1253,1566066092.702132,1566066092.702203,0.070572,-0.048399
1254,1566066093.702143,1566066093.702208,0.064850,-0.010252
1255,1566066094.702132,1566066094.702205,0.072479,0.010490
1256,1566066095.702140,1566066095.702206,0.065565,-0.007868
1257,1566066096.702084,1566066096.702152,0.067949,0.056505
1258,1566066097.702136,1566066097.702200,0.063896,-0.052691
1259,1566066098.702137,1566066098.702209,0.071764,-0.000715
1260,1566066099.702143,1566066099.702209,0.066042,-0.006199
1261,1566066100.702082,1566066100.702153,0.071049,0.061274
1262,1566066101.702142,1566066101.702206,0.064373,-0.060081
1263,1566066102.702130,1566066102.702202,0.072479,0.012159
1264,1566066103.702140,1566066103.702204,0.064850,-0.009775
1265,1566066104.702130,1566066104.702202,0.071764,0.009775
1266,1566066105.702139,1566066105.702207,0.067472,-0.009298
1267,1566066106.702084,1566066106.702155,0.071526,0.055552
1268,1566066107.702083,1566066107.702154,0.071049,0.000238
1269,1566066108.702083,1566066108.702155,0.071526,0.000000
1270,1566066109.702140,1566066109.702204,0.064373,-0.056267
1271,1566066110.702135,1566066110.702206,0.071287,0.005007
1272,1566066111.702141,1566066111.702204,0.062943,-0.006199
1273,1566066112.702083,1566066112.702152,0.068665,0.057697
1274,1566066113.702138,1566066113.702204,0.065804,-0.054598
1275,1566066114.702086,1566066114.702157,0.070810,0.051737
1276,1566066115.702145,1566066115.702210,0.065327,-0.059128
1277,1566066116.702127,1566066116.702199,0.072241,0.017881
1278,1566066117.702142,1566066117.702206,0.064611,-0.014544
1279,1566066118.702083,1566066118.702153,0.070572,0.058889
1280,1566066119.702144,1566066119.702208,0.063658,-0.061035
1281,1566066120.702133,1566066120.702205,0.071764,0.010967
1282,1566066121.702083,1566066121.702154,0.071049,0.049591
1283,1566066122.702134,1566066122.702204,0.070095,-0.050306
1284,1566066123.702139,1566066123.702204,0.064611,-0.005484
1285,1566066124.702084,1566066124.702156,0.072002,0.055075
1286,1566066125.702084,1566066125.702152,0.068665,0.000238
1287,1566066126.702081,1566066126.702154,0.072479,0.002384
1288,1566066127.702139,1566066127.702204,0.065088,-0.057459
1289,1566066128.702130,1566066128.702202,0.071764,0.008583
1290,1566066129.702136,1566066129.702202,0.065565,-0.005960
1291,1566066130.702084,1566066130.702154,0.070095,0.052452
1292,1566066131.702135,1566066131.702201,0.066280,-0.050783
1293,1566066132.702084,1566066132.702153,0.069141,0.050306
1294,1566066133.702084,1566066133.702153,0.069618,0.000715
1295,1566066134.702130,1566066134.702200,0.070333,-0.046253
1296,1566066135.702137,1566066135.702200,0.062943,-0.007153
1297,1566066136.702132,1566066136.702202,0.070095,0.005245
1298,1566066137.702130,1566066137.702191,0.060797,0.001431
1299,1566066138.702139,1566066138.702212,0.073433,-0.008583
1300,1566066139.702125,1566066139.702188,0.062943,0.013828
1301,1566066140.702082,1566066140.702151,0.068665,0.042915
1302,1566066141.702127,1566066141.702191,0.064611,-0.044346
1303,1566066142.702133,1566066142.702201,0.068426,-0.006437
1304,1566066143.702133,1566066143.702196,0.063658,0.000238
1305,1566066144.702132,1566066144.702202,0.069618,0.000477
1306,1566066145.702134,1566066145.702200,0.065804,-0.001669
1307,1566066146.702083,1566066146.702156,0.073195,0.051022
1308,1566066147.702137,1566066147.702203,0.066280,-0.053644
1309,1566066148.702084,1566066148.702152,0.068188,0.052691
1310,1566066149.702084,1566066149.702153,0.068426,-0.000477
1311,1566066150.702137,1566066150.702208,0.071049,-0.052929
1312,1566066151.702139,1566066151.702207,0.068188,-0.001669
1313,1566066152.702135,1566066152.702206,0.070333,0.003576
1314,1566066153.702142,1566066153.702206,0.064135,-0.006199
1315,1566066154.702128,1566066154.702200,0.072002,0.013828
1316,1566066155.702141,1566066155.702205,0.063658,-0.013590
1317,1566066156.702080,1566066156.702151,0.070572,0.061274
1318,1566066157.702141,1566066157.702206,0.065088,-0.060797
1319,1566066158.702135,1566066158.702205,0.070810,0.006199
1320,1566066159.702140,1566066159.702204,0.063896,-0.005722
1321,1566066160.702084,1566066160.702155,0.070810,0.056505
1322,1566066161.702140,1566066161.702205,0.064850,-0.056267
1323,1566066162.702132,1566066162.702204,0.071049,0.007629
1324,1566066163.702136,1566066163.702202,0.066042,-0.003338
1325,1566066164.702130,1566066164.702202,0.071764,0.005722
1326,1566066165.702136,1566066165.702202,0.066042,-0.006199
1327,1566066166.702133,1566066166.702204,0.071287,0.003338
1328,1566066167.702135,1566066167.702202,0.066519,-0.002384
1329,1566066168.702129,1566066168.702203,0.073910,0.006199
1330,1566066169.702138,1566066169.702203,0.064611,-0.009060
1331,1566066170.702130,1566066170.702203,0.072241,0.007868
1332,1566066171.702139,1566066171.702204,0.065327,-0.008583
1333,1566066172.702132,1566066172.702202,0.070095,0.007153
1334,1566066173.702140,1566066173.702203,0.063419,-0.007868
1335,1566066174.702084,1566066174.702152,0.067949,0.055313
1336,1566066175.702086,1566066175.702168,0.081539,-0.001669
1337,1566066176.702130,1566066176.702198,0.067949,-0.043631
1338,1566066177.702131,1566066177.702192,0.061035,-0.001431
1339,1566066178.702168,1566066178.702273,0.104666,-0.037193
1340,1566066179.702080,1566066179.702143,0.062466,0.087976
1341,1566066180.702085,1566066180.702158,0.073195,-0.004530
1342,1566066181.702136,1566066181.702202,0.065804,-0.051260
1343,1566066182.702082,1566066182.702154,0.072479,0.054121
1344,1566066183.702134,1566066183.702201,0.066757,-0.051975
1345,1566066184.702130,1566066184.702202,0.072002,0.004053
1346,1566066185.702139,1566066185.702204,0.065088,-0.009298
1347,1566066186.702080,1566066186.702152,0.071764,0.058651
1348,1566066187.702139,1566066187.702205,0.065804,-0.058413
1349,1566066188.702130,1566066188.702201,0.070810,0.008821
1350,1566066189.702146,1566066189.702211,0.065088,-0.016212
1351,1566066190.702138,1566066190.702211,0.072241,0.007868
1352,1566066191.702139,1566066191.702204,0.064850,-0.000715
1353,1566066192.702137,1566066192.702209,0.072002,0.002146
1354,1566066193.702147,1566066193.702211,0.064135,-0.009537
1355,1566066194.702133,1566066194.702213,0.079632,0.013590
1356,1566066195.702138,1566066195.702205,0.066519,-0.005484
1357,1566066196.702135,1566066196.702211,0.075579,0.003338
1358,1566066197.702140,1566066197.702205,0.065565,-0.004530
1359,1566066198.702083,1566066198.702155,0.071287,0.056267
1360,1566066199.702135,1566066199.702200,0.065088,-0.051975
1361,1566066200.702133,1566066200.702203,0.070095,0.002384
1362,1566066201.702147,1566066201.702211,0.064135,-0.013590
1363,1566066202.702133,1566066202.702202,0.068903,0.013828
1364,1566066203.702139,1566066203.702207,0.067472,-0.006676
1365,1566066204.702133,1566066204.702202,0.069380,0.006676
1366,1566066205.702135,1566066205.702199,0.064373,-0.002146
1367,1566066206.702139,1566066206.702208,0.068903,-0.004292
1368,1566066207.702143,1566066207.702209,0.066280,-0.004053
1369,1566066208.702093,1566066208.702160,0.067472,0.050306
1370,1566066209.702084,1566066209.702156,0.071287,0.008583
1371,1566066210.702129,1566066210.702199,0.070810,-0.044346
1372,1566066211.702136,1566066211.702202,0.066280,-0.007391
1373,1566066212.702086,1566066212.702162,0.076056,0.049829
1374,1566066213.702139,1566066213.702203,0.064611,-0.052452
1375,1566066214.702134,1566066214.702202,0.067949,0.004768
1376,1566066215.702139,1566066215.702206,0.067234,-0.005245
1377,1566066216.702137,1566066216.702209,0.071764,0.001669
1378,1566066217.702139,1566066217.702204,0.065327,-0.001431
1379,1566066218.702132,1566066218.702199,0.067949,0.007391
1380,1566066219.702142,1566066219.702207,0.065327,-0.010014
1381,1566066220.702136,1566066220.702210,0.073671,0.005245
1382,1566066221.702130,1566066221.702195,0.064373,0.005960
1383,1566066222.702138,1566066222.702209,0.071526,-0.007629
1384,1566066223.702084,1566066223.702156,0.071764,0.053644
1385,1566066224.702132,1566066224.702205,0.073195,-0.047445
1386,1566066225.702143,1566066225.702210,0.067472,-0.010967
1387,1566066226.702129,1566066226.702201,0.071287,0.013351
1388,1566066227.702139,1566066227.702204,0.065327,-0.009537
1389,1566066228.702131,1566066228.702200,0.069141,0.007868
1390,1566066229.702138,1566066229.702202,0.063658,-0.007391
1391,1566066230.702083,1566066230.702152,0.068426,0.055313
1392,1566066231.702138,1566066231.702202,0.064373,-0.054598
1393,1566066232.702083,1566066232.702153,0.070095,0.054598
1394,1566066233.702139,1566066233.702205,0.066042,-0.056267
1395,1566066234.702086,1566066234.702156,0.070095,0.053644
1396,1566066235.702140,1566066235.702205,0.065565,-0.054121
1397,1566066236.702082,1566066236.702151,0.068903,0.057459
1398,1566066237.702138,1566066237.702202,0.064135,-0.055552
1399,1566066238.702083,1566066238.702154,0.070333,0.054598
1400,1566066239.702135,1566066239.702200,0.065088,-0.051498
1401,1566066240.702134,1566066240.702204,0.070333,0.001192
1402,1566066241.702138,1566066241.702204,0.065088,-0.004768
1403,1566066242.702129,1566066242.702210,0.081539,0.009775
1404,1566066243.702140,1566066243.702206,0.065327,-0.011683
1405,1566066244.702083,1566066244.702154,0.071287,0.057459
1406,1566066245.702135,1566066245.702200,0.065804,-0.051737
1407,1566066246.702136,1566066246.702209,0.072241,-0.001669
1408,1566066247.702083,1566066247.702155,0.072002,0.052929
1409,1566066248.702130,1566066248.702203,0.072479,-0.046730
1410,1566066249.702084,1566066249.702153,0.069857,0.046492
1411,1566066250.702132,1566066250.702204,0.072002,-0.047922
1412,1566066251.702140,1566066251.702203,0.063419,-0.008345
1413,1566066252.702083,1566066252.702158,0.074863,0.056505
1414,1566066253.702138,1566066253.702201,0.062943,-0.054836
1415,1566066254.702131,1566066254.702200,0.069141,0.006914
1416,1566066255.702140,1566066255.702205,0.065565,-0.008345
1417,1566066256.702129,1566066256.702201,0.072479,0.010967
1418,1566066257.702136,1566066257.702201,0.065565,-0.007153
1419,1566066258.702134,1566066258.702207,0.073195,0.001907
1420,1566066259.702139,1566066259.702203,0.063658,-0.005245
1421,1566066260.702138,1566066260.702209,0.070095,0.000715
1422,1566066261.702129,1566066261.702193,0.064135,0.009060
1423,1566066262.702081,1566066262.702152,0.070333,0.048161
1424,1566066263.702139,1566066263.702204,0.065804,-0.057459
1425,1566066264.702132,1566066264.702203,0.071526,0.006914
1426,1566066265.702142,1566066265.702205,0.062943,-0.010252
1427,1566066266.702083,1566066266.702152,0.069380,0.059128
1428,1566066267.702142,1566066267.702208,0.066042,-0.059128
1429,1566066268.702137,1566066268.702211,0.073671,0.005007
1430,1566066269.702141,1566066269.702206,0.065088,-0.003815
1431,1566066270.702141,1566066270.702217,0.076532,0.000238
1432,1566066271.702136,1566066271.702200,0.064135,0.004768
1433,1566066272.702084,1566066272.702155,0.071287,0.051975
1434,1566066273.702138,1566066273.702203,0.064135,-0.054598
1435,1566066274.702128,1566066274.702198,0.070572,0.010729
1436,1566066275.702140,1566066275.702206,0.065804,-0.012159
1437,1566066276.702086,1566066276.702161,0.075102,0.054121
1438,1566066277.702139,1566066277.702205,0.065804,-0.053406
1439,1566066278.702081,1566066278.702154,0.072479,0.057697
1440,1566066279.702139,1566066279.702204,0.065088,-0.057936
1441,1566066280.702083,1566066280.702153,0.069857,0.056505
1442,1566066281.702136,1566066281.702200,0.063896,-0.053406
1443,1566066282.702082,1566066282.702149,0.067234,0.054121
1444,1566066283.702137,1566066283.702202,0.065088,-0.054836
1445,1566066284.702128,1566066284.702198,0.069380,0.008583
1446,1566066285.702141,1566066285.702207,0.066280,-0.012159
1447,1566066286.702082,1566066286.702151,0.068426,0.058413
1448,1566066287.702136,1566066287.702200,0.064135,-0.053644
1449,1566066288.702139,1566066288.702203,0.063419,-0.003576
