Sequencer Count,Start_Time(in sec),End_Time(in sec),Execution Time(in msec),Jitter(in msec)
1359,1566078410.207712,1566078410.207783,0.070810,-0.099997
1360,1566078410.307717,1566078410.307787,0.069618,-0.100005
1361,1566078410.407716,1566078410.407786,0.070810,-0.099998
1362,1566078410.507712,1566078410.507785,0.072718,-0.099997
1363,1566078410.607714,1566078410.607781,0.066996,-0.100002
1364,1566078410.707711,1566078410.707781,0.069618,-0.099997
1365,1566078410.807713,1566078410.807778,0.065565,-0.100002
1366,1566078410.907714,1566078410.907788,0.073910,-0.100001
1367,1566078411.007715,1566078411.007787,0.071526,-0.100002
1368,1566078411.107712,1566078411.107782,0.069380,-0.099997
1369,1566078411.207712,1566078411.207781,0.069380,-0.099999
1370,1566078411.307714,1566078411.307786,0.071287,-0.100003
1371,1566078411.407711,1566078411.407779,0.068426,-0.099996
1372,1566078411.507728,1566078411.507795,0.067234,-0.100017
1373,1566078411.607713,1566078411.607780,0.066519,-0.099986
1374,1566078411.707718,1566078411.707776,0.057697,-0.100005
1375,1566078411.807717,1566078411.807786,0.068426,-0.099999
1376,1566078411.907722,1566078411.907797,0.075102,-0.100005
1377,1566078412.007713,1566078412.007787,0.074148,-0.099991
1378,1566078412.107715,1566078412.107786,0.071764,-0.100001
1379,1566078412.207713,1566078412.207785,0.071526,-0.099999
1380,1566078412.307714,1566078412.307788,0.074387,-0.100000
1381,1566078412.407717,1566078412.407794,0.076532,-0.100003
1382,1566078412.507716,1566078412.507796,0.080109,-0.099999
1383,1566078412.607713,1566078412.607795,0.081301,-0.099997
1384,1566078412.707712,1566078412.707782,0.069380,-0.099999
1385,1566078412.807719,1566078412.807790,0.071287,-0.100006
1386,1566078412.907716,1566078412.907789,0.072479,-0.099998
1387,1566078413.007714,1566078413.007786,0.072002,-0.099998
1388,1566078413.107713,1566078413.107787,0.073671,-0.099999
1389,1566078413.207713,1566078413.207792,0.079155,-0.100000
1390,1566078413.307714,1566078413.307781,0.067472,-0.100001
1391,1566078413.407714,1566078413.407784,0.069857,-0.100000
1392,1566078413.507713,1566078413.507785,0.072241,-0.099999
1393,1566078413.607717,1566078413.607786,0.069618,-0.100004
1394,1566078413.707716,1566078413.707789,0.073195,-0.099999
1395,1566078413.807710,1566078413.807776,0.065565,-0.099994
1396,1566078413.907714,1566078413.907794,0.079870,-0.100003
1397,1566078414.007717,1566078414.007792,0.074625,-0.100004
1398,1566078414.107712,1566078414.107787,0.074387,-0.099995
1399,1566078414.207713,1566078414.207783,0.070095,-0.100000
1400,1566078414.307713,1566078414.307786,0.073433,-0.100000
1401,1566078414.407714,1566078414.407794,0.080585,-0.100001
1402,1566078414.507712,1566078414.507781,0.068665,-0.099998
1403,1566078414.607712,1566078414.607789,0.077009,-0.100000
1404,1566078414.707712,1566078414.707785,0.072479,-0.100000
1405,1566078414.807712,1566078414.807780,0.067711,-0.100000
1406,1566078414.907722,1566078414.907797,0.074863,-0.100010
1407,1566078415.007713,1566078415.007785,0.071526,-0.099991
1408,1566078415.107713,1566078415.107783,0.069857,-0.100000
1409,1566078415.207712,1566078415.207786,0.073195,-0.100000
1410,1566078415.307715,1566078415.307796,0.080585,-0.100003
1411,1566078415.407726,1566078415.407814,0.087738,-0.100011
1412,1566078415.507713,1566078415.507789,0.076056,-0.099987
1413,1566078415.607725,1566078415.607809,0.083685,-0.100012
1414,1566078415.707716,1566078415.707797,0.080109,-0.099992
1415,1566078415.807713,1566078415.807783,0.070572,-0.099996
1416,1566078415.907713,1566078415.907787,0.074387,-0.100000
1417,1566078416.007721,1566078416.007800,0.078917,-0.100008
1418,1566078416.107719,1566078416.107793,0.074148,-0.099998
1419,1566078416.207715,1566078416.207800,0.084877,-0.099996
1420,1566078416.307711,1566078416.307782,0.071049,-0.099996
1421,1566078416.407719,1566078416.407795,0.076532,-0.100008
1422,1566078416.507713,1566078416.507787,0.074625,-0.099994
1423,1566078416.607709,1566078416.607777,0.067472,-0.099996
1424,1566078416.707716,1566078416.707790,0.074148,-0.100006
1425,1566078416.807711,1566078416.807780,0.069141,-0.099995
1426,1566078416.907720,1566078416.907789,0.069857,-0.100009
1427,1566078417.007714,1566078417.007793,0.078440,-0.099995
1428,1566078417.107715,1566078417.107785,0.069857,-0.100001
1429,1566078417.207713,1566078417.207782,0.069141,-0.099998
1430,1566078417.307713,1566078417.307789,0.075579,-0.100000
1431,1566078417.407721,1566078417.407791,0.070333,-0.100008
1432,1566078417.507719,1566078417.507793,0.074625,-0.099998
1433,1566078417.607733,1566078417.607808,0.074148,-0.100015
1434,1566078417.707714,1566078417.707786,0.072479,-0.099980
1435,1566078417.807715,1566078417.807785,0.069618,-0.100001
1436,1566078417.907712,1566078417.907782,0.070333,-0.099997
1437,1566078418.007712,1566078418.007780,0.067949,-0.100000
1438,1566078418.107717,1566078418.107786,0.069141,-0.100005
1439,1566078418.207712,1566078418.207779,0.066280,-0.099995
1440,1566078418.307714,1566078418.307785,0.071287,-0.100002
1441,1566078418.407714,1566078418.407777,0.063181,-0.100000
1442,1566078418.507713,1566078418.507779,0.066519,-0.099998
1443,1566078418.607713,1566078418.607783,0.070333,-0.100000
1444,1566078418.707715,1566078418.707788,0.072718,-0.100003
1445,1566078418.807714,1566078418.807783,0.069380,-0.099999
1446,1566078418.907715,1566078418.907783,0.067949,-0.100002
1447,1566078419.007719,1566078419.007797,0.077724,-0.100003
1448,1566078419.107715,1566078419.107782,0.067711,-0.099996
1449,1566078419.207715,1566078419.207795,0.080109,-0.100000
1450,1566078419.307720,1566078419.307793,0.073433,-0.100005
1451,1566078419.407712,1566078419.407782,0.069141,-0.099993
1452,1566078419.507712,1566078419.507783,0.071049,-0.100000
1453,1566078419.607719,1566078419.607788,0.069141,-0.100007
1454,1566078419.707715,1566078419.707793,0.078440,-0.099996
1455,1566078419.807711,1566078419.807787,0.076294,-0.099996
1456,1566078419.907710,1566078419.907771,0.061035,-0.099999
1457,1566078420.007711,1566078420.007781,0.069857,-0.100001
1458,1566078420.107716,1566078420.107786,0.069618,-0.100005
1459,1566078420.207718,1566078420.207796,0.078201,-0.100002
1460,1566078420.307711,1566078420.307781,0.069380,-0.099993
1461,1566078420.407714,1566078420.407785,0.070810,-0.100003
1462,1566078420.507714,1566078420.507782,0.068903,-0.100000
1463,1566078420.607778,1566078420.607842,0.064135,-0.100065
1464,1566078420.707777,1566078420.707837,0.060320,-0.099999
1465,1566078420.807781,1566078420.807844,0.062704,-0.100005
1466,1566078420.907784,1566078420.907848,0.063896,-0.100003
1467,1566078421.007772,1566078421.007828,0.056028,-0.099988
1468,1566078421.107782,1566078421.107837,0.054598,-0.100010
1469,1566078421.207773,1566078421.207828,0.054836,-0.099991
1470,1566078421.307715,1566078421.307785,0.070095,-0.099942
1471,1566078421.407718,1566078421.407791,0.073433,-0.100003
1472,1566078421.507716,1566078421.507786,0.069618,-0.099998
1473,1566078421.607714,1566078421.607783,0.068903,-0.099998
1474,1566078421.707713,1566078421.707785,0.071764,-0.099999
1475,1566078421.807717,1566078421.807791,0.073671,-0.100004
1476,1566078421.907720,1566078421.907807,0.086546,-0.100003
1477,1566078422.007712,1566078422.007784,0.071764,-0.099992
1478,1566078422.107713,1566078422.107784,0.071764,-0.100000
1479,1566078422.207716,1566078422.207787,0.071526,-0.100003
1480,1566078422.307712,1566078422.307776,0.064135,-0.099997
1481,1566078422.407715,1566078422.407782,0.066996,-0.100003
1482,1566078422.507715,1566078422.507786,0.071526,-0.100000
1483,1566078422.607714,1566078422.607782,0.067949,-0.099999
1484,1566078422.707717,1566078422.707790,0.073671,-0.100003
1485,1566078422.807715,1566078422.807788,0.073433,-0.099998
1486,1566078422.907714,1566078422.907800,0.085354,-0.100000
1487,1566078423.007712,1566078423.007782,0.070572,-0.099998
1488,1566078423.107713,1566078423.107784,0.071526,-0.100001
1489,1566078423.207716,1566078423.207783,0.066996,-0.100003
1490,1566078423.307713,1566078423.307780,0.066757,-0.099998
1491,1566078423.407712,1566078423.407780,0.068426,-0.099998
1492,1566078423.507715,1566078423.507786,0.071287,-0.100003
1493,1566078423.607716,1566078423.607786,0.069857,-0.100001
1494,1566078423.707719,1566078423.707786,0.067472,-0.100003
1495,1566078423.807712,1566078423.807786,0.074387,-0.099993
1496,1566078423.907715,1566078423.907788,0.073195,-0.100003
1497,1566078424.007716,1566078424.007792,0.075102,-0.100002
1498,1566078424.107711,1566078424.107778,0.067472,-0.099994
1499,1566078424.207716,1566078424.207788,0.071764,-0.100005
1500,1566078424.307713,1566078424.307784,0.071526,-0.099997
1501,1566078424.407714,1566078424.407783,0.068188,-0.100002
1502,1566078424.507710,1566078424.507776,0.066280,-0.099995
1503,1566078424.607716,1566078424.607789,0.072718,-0.100006
1504,1566078424.707715,1566078424.707789,0.073910,-0.099999
1505,1566078424.807717,1566078424.807784,0.066996,-0.100002
1506,1566078424.907711,1566078424.907784,0.073195,-0.099994
1507,1566078425.007716,1566078425.007797,0.081539,-0.100005
1508,1566078425.107719,1566078425.107799,0.080585,-0.100003
1509,1566078425.207712,1566078425.207779,0.066757,-0.099993
1510,1566078425.307712,1566078425.307782,0.069857,-0.100000
1511,1566078425.407713,1566078425.407786,0.072956,-0.100001
1512,1566078425.507715,1566078425.507783,0.068903,-0.100002
1513,1566078425.607718,1566078425.607795,0.077486,-0.100003
1514,1566078425.707713,1566078425.707780,0.066996,-0.099996
1515,1566078425.807714,1566078425.807782,0.068188,-0.100001
1516,1566078425.907712,1566078425.907776,0.063658,-0.099998
1517,1566078426.007715,1566078426.007788,0.073433,-0.100002
1518,1566078426.107716,1566078426.107803,0.087023,-0.100001
1519,1566078426.207715,1566078426.207786,0.071764,-0.099999
1520,1566078426.307713,1566078426.307783,0.069857,-0.099998
1521,1566078426.407719,1566078426.407789,0.069618,-0.100006
1522,1566078426.507719,1566078426.507788,0.069380,-0.100000
1523,1566078426.607713,1566078426.607782,0.068903,-0.099994
1524,1566078426.707714,1566078426.707783,0.069857,-0.100001
1525,1566078426.807714,1566078426.807782,0.067949,-0.100000
