S2 Count,Start_Time(in sec),End_Time(in sec),Image_Dump_Time(in msec),Jitter(in sec)
1116,1566078385.922758,1566078385.940435,17.677069,-0.100098
1117,1566078386.022688,1566078386.040376,17.687798,-0.099930
1118,1566078386.122751,1566078386.140439,17.688751,-0.100063
1119,1566078386.222895,1566078386.240533,17.638445,-0.100144
1120,1566078386.322702,1566078386.340402,17.700195,-0.099808
1121,1566078386.422704,1566078386.440372,17.667294,-0.100002
1122,1566078386.522751,1566078386.540388,17.636776,-0.100047
1123,1566078386.622851,1566078386.640532,17.680645,-0.100100
1124,1566078386.722669,1566078386.740346,17.676830,-0.099818
1125,1566078386.822664,1566078386.840372,17.708540,-0.099995
1126,1566078386.922665,1566078386.940330,17.664909,-0.100001
1127,1566078387.022677,1566078387.040363,17.685652,-0.100012
1128,1566078387.122784,1566078387.140453,17.668486,-0.100107
1129,1566078387.222860,1566078387.240456,17.596722,-0.100075
1130,1566078387.322725,1566078387.340423,17.697573,-0.099866
1131,1566078387.422734,1566078387.440372,17.638206,-0.100009
1132,1566078387.522810,1566078387.540524,17.714024,-0.100075
1133,1566078387.622679,1566078387.640343,17.663956,-0.099870
1134,1566078387.722756,1566078387.740386,17.629623,-0.100077
1135,1566078387.822675,1566078387.840365,17.690420,-0.099919
1136,1566078387.922910,1566078387.940532,17.621994,-0.100235
1137,1566078388.022901,1566078388.040624,17.723322,-0.099991
1138,1566078388.122726,1566078388.140480,17.754316,-0.099825
1139,1566078388.222721,1566078388.240429,17.707825,-0.099995
1140,1566078388.322763,1566078388.340464,17.701149,-0.100042
1141,1566078388.422773,1566078388.440385,17.612219,-0.100010
1142,1566078388.522621,1566078388.540308,17.686605,-0.099848
1143,1566078388.622818,1566078388.640449,17.631531,-0.100197
1144,1566078388.722867,1566078388.740471,17.603874,-0.100049
1145,1566078388.822713,1566078388.840395,17.682076,-0.099846
1146,1566078388.922893,1566078388.940525,17.632246,-0.100180
1147,1566078389.022795,1566078389.040441,17.646551,-0.099902
1148,1566078389.122713,1566078389.140394,17.681360,-0.099918
1149,1566078389.222782,1566078389.240490,17.707586,-0.100069
1150,1566078389.322733,1566078389.340408,17.675638,-0.099950
1151,1566078389.422857,1566078389.440498,17.641306,-0.100124
1152,1566078389.522676,1566078389.540417,17.740488,-0.099820
1153,1566078389.622722,1566078389.640406,17.683983,-0.100045
1154,1566078389.722716,1566078389.740405,17.688751,-0.099994
1155,1566078389.822924,1566078389.840568,17.643929,-0.100208
1156,1566078389.922694,1566078389.940341,17.647028,-0.099770
1157,1566078390.022703,1566078390.040401,17.698050,-0.100009
1158,1566078390.122742,1566078390.140462,17.720222,-0.100039
1159,1566078390.222858,1566078390.240534,17.675400,-0.100116
1160,1566078390.322702,1566078390.340405,17.703295,-0.099844
1161,1566078390.422752,1566078390.440436,17.683983,-0.100049
1162,1566078390.522702,1566078390.540440,17.738104,-0.099950
1163,1566078390.622701,1566078390.640399,17.697811,-0.099999
1164,1566078390.722858,1566078390.740554,17.695904,-0.100157
1165,1566078390.822696,1566078390.840441,17.745018,-0.099837
1166,1566078390.922808,1566078390.940446,17.637730,-0.100113
1167,1566078391.022711,1566078391.040418,17.707109,-0.099902
1168,1566078391.122792,1566078391.140466,17.674208,-0.100081
1169,1566078391.222764,1566078391.240381,17.617226,-0.099972
1170,1566078391.322648,1566078391.340347,17.699480,-0.099884
1171,1566078391.422744,1566078391.440465,17.720938,-0.100096
1172,1566078391.522683,1566078391.540387,17.704487,-0.099939
1173,1566078391.622794,1566078391.640489,17.694950,-0.100112
1174,1566078391.722714,1566078391.740395,17.681122,-0.099919
1175,1566078391.822742,1566078391.840411,17.669916,-0.100028
1176,1566078391.922796,1566078391.940398,17.601967,-0.100055
1177,1566078392.022861,1566078392.040636,17.775536,-0.100065
1178,1566078392.122815,1566078392.140436,17.620564,-0.099955
1179,1566078392.222689,1566078392.240361,17.672062,-0.099873
1180,1566078392.322765,1566078392.340409,17.643213,-0.100077
1181,1566078392.422637,1566078392.440332,17.695189,-0.099872
1182,1566078392.522830,1566078392.540489,17.658949,-0.100193
1183,1566078392.622720,1566078392.640415,17.694473,-0.099890
1184,1566078392.722785,1566078392.740486,17.701149,-0.100065
1185,1566078392.822733,1566078392.840430,17.696381,-0.099948
1186,1566078392.922829,1566078392.940474,17.644882,-0.100096
1187,1566078393.022663,1566078393.040346,17.682552,-0.099835
1188,1566078393.122742,1566078393.140425,17.682791,-0.100079
1189,1566078393.222675,1566078393.240401,17.725706,-0.099933
1190,1566078393.322724,1566078393.340442,17.718315,-0.100049
1191,1566078393.422855,1566078393.440466,17.610312,-0.100132
1192,1566078393.522713,1566078393.540491,17.778397,-0.099858
1193,1566078393.622740,1566078393.640436,17.696381,-0.100027
1194,1566078393.722690,1566078393.740489,17.798424,-0.099950
1195,1566078393.822763,1566078393.840405,17.642260,-0.100073
1196,1566078393.922879,1566078393.940490,17.610788,-0.100116
1197,1566078394.022674,1566078394.040354,17.679691,-0.099795
1198,1566078394.122877,1566078394.140545,17.668009,-0.100203
1199,1566078394.222772,1566078394.240481,17.709017,-0.099895
1200,1566078394.322763,1566078394.340381,17.617941,-0.099992
1201,1566078394.422713,1566078394.440393,17.679691,-0.099950
1202,1566078394.522849,1566078394.540520,17.671347,-0.100135
1203,1566078394.622747,1566078394.640445,17.698765,-0.099898
1204,1566078394.722801,1566078394.740446,17.644882,-0.100055
1205,1566078394.822732,1566078394.840403,17.670393,-0.099931
1206,1566078394.922732,1566078394.940440,17.708063,-0.099999
1207,1566078395.022699,1566078395.040410,17.710924,-0.099967
1208,1566078395.122715,1566078395.140470,17.754316,-0.100017
1209,1566078395.222831,1566078395.240570,17.739534,-0.100116
1210,1566078395.322798,1566078395.340469,17.671824,-0.099967
1211,1566078395.422691,1566078395.440366,17.675400,-0.099893
1212,1566078395.522730,1566078395.540418,17.688036,-0.100039
1213,1566078395.622746,1566078395.640454,17.708778,-0.100016
1214,1566078395.722836,1566078395.740526,17.690420,-0.100090
1215,1566078395.822701,1566078395.840446,17.745972,-0.099865
1216,1566078395.922780,1566078395.940451,17.671585,-0.100079
1217,1566078396.022910,1566078396.040573,17.662525,-0.100130
1218,1566078396.122736,1566078396.140389,17.653227,-0.099826
1219,1566078396.222813,1566078396.240591,17.777205,-0.100077
1220,1566078396.322622,1566078396.340274,17.651796,-0.099809
1221,1566078396.422705,1566078396.440471,17.765284,-0.100083
1222,1566078396.522700,1566078396.540404,17.704010,-0.099995
1223,1566078396.622776,1566078396.640436,17.660379,-0.100075
1224,1566078396.722801,1566078396.740417,17.616272,-0.100026
1225,1566078396.822777,1566078396.840478,17.701864,-0.099975
1226,1566078396.922682,1566078396.940386,17.703533,-0.099906
1227,1566078397.022777,1566078397.040407,17.630100,-0.100095
1228,1566078397.122805,1566078397.140445,17.639637,-0.100028
1229,1566078397.222731,1566078397.240441,17.709970,-0.099926
1230,1566078397.322726,1566078397.340434,17.708778,-0.099995
1231,1566078397.422803,1566078397.440495,17.692327,-0.100077
1232,1566078397.522719,1566078397.540421,17.702103,-0.099916
1233,1566078397.622701,1566078397.640382,17.680883,-0.099982
1234,1566078397.722813,1566078397.740431,17.617702,-0.100112
1235,1566078397.822655,1566078397.840341,17.685890,-0.099842
1236,1566078397.922838,1566078397.940442,17.603636,-0.100183
1237,1566078398.022671,1566078398.040367,17.696381,-0.099833
1238,1566078398.122835,1566078398.140480,17.644882,-0.100165
1239,1566078398.222737,1566078398.240428,17.691374,-0.099902
1240,1566078398.322708,1566078398.340418,17.709970,-0.099971
1241,1566078398.422714,1566078398.440462,17.748356,-0.100005
1242,1566078398.522747,1566078398.540401,17.654419,-0.100033
1243,1566078398.622741,1566078398.640428,17.686605,-0.099995
1244,1566078398.722648,1566078398.740438,17.789602,-0.099907
1245,1566078398.822894,1566078398.840523,17.629862,-0.100245
1246,1566078398.922763,1566078398.940388,17.624617,-0.099870
1247,1566078399.022789,1566078399.040406,17.616749,-0.100026
1248,1566078399.122665,1566078399.140359,17.694235,-0.099875
1249,1566078399.222795,1566078399.240527,17.732143,-0.100131
1250,1566078399.322766,1566078399.340441,17.675400,-0.099970
1251,1566078399.422796,1566078399.440482,17.686844,-0.100030
1252,1566078399.522719,1566078399.540478,17.759323,-0.099923
1253,1566078399.622898,1566078399.640532,17.633915,-0.100179
1254,1566078399.722761,1566078399.740409,17.648220,-0.099863
1255,1566078399.822720,1566078399.840393,17.673492,-0.099958
1256,1566078399.922680,1566078399.940406,17.725468,-0.099961
1257,1566078400.022731,1566078400.040431,17.700672,-0.100050
1258,1566078400.122813,1566078400.140485,17.671347,-0.100083
1259,1566078400.222706,1566078400.240367,17.661095,-0.099893
1260,1566078400.322677,1566078400.340358,17.680883,-0.099971
1261,1566078400.422846,1566078400.440490,17.644167,-0.100169
1262,1566078400.522995,1566078400.540666,17.670631,-0.100149
1263,1566078400.622674,1566078400.640382,17.708063,-0.099679
1264,1566078400.722824,1566078400.740444,17.619610,-0.100151
1265,1566078400.822739,1566078400.840423,17.683983,-0.099915
1266,1566078400.922909,1566078400.940516,17.607689,-0.100169
1267,1566078401.022923,1566078401.040607,17.684221,-0.100014
1268,1566078401.122805,1566078401.140443,17.637730,-0.099883
1269,1566078401.222865,1566078401.240512,17.646313,-0.100060
1270,1566078401.322805,1566078401.340421,17.616034,-0.099940
1271,1566078401.422653,1566078401.440312,17.659664,-0.099847
1272,1566078401.522744,1566078401.540526,17.782211,-0.100091
1273,1566078401.622679,1566078401.640399,17.719507,-0.099935
1274,1566078401.722771,1566078401.740386,17.614841,-0.100092
1275,1566078401.822716,1566078401.840401,17.685175,-0.099945
1276,1566078401.922774,1566078401.940431,17.656803,-0.100058
1277,1566078402.022573,1566078402.040292,17.718792,-0.099799
1278,1566078402.122856,1566078402.140489,17.632961,-0.100283
1279,1566078402.222860,1566078402.240489,17.629147,-0.100004
1280,1566078402.322699,1566078402.340530,17.830610,-0.099839
1281,1566078402.422989,1566078402.440711,17.722130,-0.100290
1282,1566078402.522795,1566078402.540618,17.822981,-0.099806
1283,1566078402.622739,1566078402.640463,17.723560,-0.099944
1284,1566078402.722596,1566078402.740330,17.734528,-0.099857
1285,1566078402.822767,1566078402.840446,17.679453,-0.100171
1286,1566078402.922795,1566078402.940467,17.671347,-0.100028
1287,1566078403.022796,1566078403.040548,17.751932,-0.100001
1288,1566078403.122725,1566078403.140462,17.737627,-0.099928
1289,1566078403.222733,1566078403.240465,17.732143,-0.100008
1290,1566078403.322676,1566078403.340384,17.707348,-0.099943
1291,1566078403.422680,1566078403.440393,17.712593,-0.100004
1292,1566078403.522774,1566078403.540404,17.630100,-0.100094
1293,1566078403.622714,1566078403.640419,17.704964,-0.099940
1294,1566078403.722706,1566078403.740384,17.678022,-0.099992
1295,1566078403.822759,1566078403.840469,17.710209,-0.100053
1296,1566078403.922717,1566078403.940406,17.689228,-0.099957
1297,1566078404.022582,1566078404.040228,17.645597,-0.099865
1298,1566078404.122643,1566078404.140334,17.690897,-0.100061
1299,1566078404.222659,1566078404.240344,17.684698,-0.100016
1300,1566078404.322721,1566078404.340399,17.677307,-0.100062
1301,1566078404.422750,1566078404.440438,17.688036,-0.100029
1302,1566078404.522752,1566078404.540460,17.708540,-0.100002
1303,1566078404.622671,1566078404.640358,17.686844,-0.099920
1304,1566078404.722772,1566078404.740503,17.730951,-0.100100
1305,1566078404.822798,1566078404.840427,17.629385,-0.100026
1306,1566078404.922884,1566078404.940574,17.689943,-0.100087
1307,1566078405.022739,1566078405.040364,17.625093,-0.099855
1308,1566078405.122686,1566078405.140565,17.878771,-0.099947
1309,1566078405.222652,1566078405.240368,17.715454,-0.099966
1310,1566078405.322919,1566078405.340592,17.672539,-0.100267
1311,1566078405.422806,1566078405.440449,17.642736,-0.099887
1312,1566078405.522690,1566078405.540425,17.735481,-0.099883
1313,1566078405.622779,1566078405.640386,17.606974,-0.100089
1314,1566078405.722723,1566078405.740468,17.745256,-0.099944
1315,1566078405.822721,1566078405.840429,17.707825,-0.099998
1316,1566078405.922710,1566078405.940418,17.707825,-0.099989
1317,1566078406.022705,1566078406.040413,17.708302,-0.099995
1318,1566078406.122663,1566078406.140330,17.666340,-0.099959
1319,1566078406.222847,1566078406.240474,17.626047,-0.100184
1320,1566078406.322856,1566078406.340509,17.652988,-0.100008
1321,1566078406.422703,1566078406.440379,17.675877,-0.099847
1322,1566078406.522789,1566078406.540402,17.613649,-0.100086
1323,1566078406.622863,1566078406.640523,17.660856,-0.100074
1324,1566078406.722658,1566078406.740399,17.740488,-0.099796
1325,1566078406.822641,1566078406.840372,17.730713,-0.099983
1326,1566078406.922808,1566078406.940432,17.623901,-0.100167
1327,1566078407.022836,1566078407.040553,17.716408,-0.100028
1328,1566078407.122784,1566078407.140503,17.719030,-0.099948
1329,1566078407.222694,1566078407.240403,17.708302,-0.099910
1330,1566078407.322709,1566078407.340442,17.732859,-0.100015
1331,1566078407.422780,1566078407.440537,17.756701,-0.100071
1332,1566078407.522943,1566078407.540657,17.714024,-0.100163
1333,1566078407.622695,1566078407.640390,17.694235,-0.099753
1334,1566078407.722757,1566078407.740448,17.690659,-0.100062
1335,1566078407.822702,1566078407.840428,17.725945,-0.099945
1336,1566078407.922787,1566078407.940511,17.724752,-0.100085
1337,1566078408.022700,1566078408.040489,17.788649,-0.099914
1338,1566078408.122724,1566078408.140442,17.717838,-0.100024
1339,1566078408.222699,1566078408.240416,17.716885,-0.099975
1340,1566078408.322731,1566078408.340442,17.711401,-0.100032
1341,1566078408.422869,1566078408.440598,17.729044,-0.100138
1342,1566078408.522810,1566078408.540512,17.702341,-0.099940
1343,1566078408.622797,1566078408.640414,17.617464,-0.099987
1344,1566078408.722721,1566078408.740374,17.653465,-0.099924
1345,1566078408.822710,1566078408.840519,17.809391,-0.099989
1346,1566078408.922761,1566078408.940478,17.717600,-0.100051
1347,1566078409.022825,1566078409.040530,17.705202,-0.100064
1348,1566078409.122717,1566078409.140408,17.691374,-0.099892
1349,1566078409.222881,1566078409.240565,17.684221,-0.100164
1350,1566078409.322635,1566078409.340339,17.704010,-0.099755
1351,1566078409.422702,1566078409.440414,17.712116,-0.100066
1352,1566078409.522734,1566078409.540435,17.700672,-0.100032
1353,1566078409.622731,1566078409.640405,17.673731,-0.099997
1354,1566078409.722759,1566078409.740401,17.642021,-0.100028
1355,1566078409.822755,1566078409.840476,17.720699,-0.099997
1356,1566078409.922648,1566078409.940303,17.654896,-0.099892
1357,1566078410.022704,1566078410.040477,17.773390,-0.100056
1358,1566078410.122921,1566078410.140634,17.712355,-0.100218
1359,1566078410.222798,1566078410.240442,17.643929,-0.099877
1360,1566078410.322638,1566078410.340322,17.684460,-0.099840
1361,1566078410.422663,1566078410.440355,17.691135,-0.100025
1362,1566078410.522675,1566078410.540392,17.716885,-0.100012
1363,1566078410.622782,1566078410.640404,17.621279,-0.100107
1364,1566078410.722752,1566078410.740366,17.613888,-0.099969
1365,1566078410.822649,1566078410.840338,17.689228,-0.099898
1366,1566078410.922682,1566078410.940345,17.663479,-0.100032
1367,1566078411.022677,1566078411.040365,17.688036,-0.099995
1368,1566078411.122808,1566078411.140503,17.695665,-0.100131
1369,1566078411.222710,1566078411.240412,17.702341,-0.099902
1370,1566078411.322644,1566078411.340301,17.656565,-0.099934
1371,1566078411.422652,1566078411.440372,17.720222,-0.100008
1372,1566078411.522755,1566078411.540490,17.735243,-0.100103
1373,1566078411.622700,1566078411.640407,17.706633,-0.099945
1374,1566078411.722723,1566078411.740324,17.601252,-0.100023
1375,1566078411.822741,1566078411.840474,17.732859,-0.100019
1376,1566078411.922701,1566078411.940447,17.745495,-0.099960
1377,1566078412.022794,1566078412.040421,17.626047,-0.100093
1378,1566078412.122679,1566078412.140360,17.680883,-0.099885
1379,1566078412.222786,1566078412.240441,17.655611,-0.100107
1380,1566078412.322644,1566078412.340349,17.705441,-0.099858
1381,1566078412.422783,1566078412.440458,17.675400,-0.100139
1382,1566078412.522743,1566078412.540422,17.679214,-0.099960
1383,1566078412.622750,1566078412.640443,17.692566,-0.100007
1384,1566078412.722714,1566078412.740422,17.708540,-0.099964
1385,1566078412.822667,1566078412.840326,17.658949,-0.099953
1386,1566078412.922801,1566078412.940555,17.754078,-0.100133
1387,1566078413.022736,1566078413.040508,17.771959,-0.099935
1388,1566078413.122673,1566078413.140444,17.770529,-0.099937
1389,1566078413.222697,1566078413.240382,17.684698,-0.100024
1390,1566078413.322733,1566078413.340443,17.709732,-0.100036
1391,1566078413.422813,1566078413.440520,17.706633,-0.100080
1392,1566078413.522719,1566078413.540397,17.678022,-0.099905
1393,1566078413.622778,1566078413.640421,17.642975,-0.100060
1394,1566078413.722775,1566078413.740428,17.653942,-0.099996
1395,1566078413.822842,1566078413.840486,17.644405,-0.100067
1396,1566078413.922950,1566078413.940593,17.643929,-0.100108
1397,1566078414.022690,1566078414.040401,17.711401,-0.099740
1398,1566078414.122726,1566078414.140414,17.688036,-0.100036
1399,1566078414.222758,1566078414.240449,17.690897,-0.100032
1400,1566078414.322667,1566078414.340463,17.795324,-0.099909
1401,1566078414.422851,1566078414.440561,17.709732,-0.100184
1402,1566078414.522836,1566078414.540468,17.631531,-0.099985
1403,1566078414.622737,1566078414.640460,17.722845,-0.099901
1404,1566078414.722719,1566078414.740359,17.639875,-0.099982
1405,1566078414.822781,1566078414.840432,17.651081,-0.100062
1406,1566078414.922887,1566078414.940569,17.681837,-0.100106
1407,1566078415.022762,1566078415.040462,17.700195,-0.099875
1408,1566078415.122705,1566078415.140456,17.750263,-0.099943
1409,1566078415.222676,1566078415.240422,17.745733,-0.099971
1410,1566078415.322917,1566078415.340604,17.687082,-0.100241
1411,1566078415.422799,1566078415.440491,17.691851,-0.099882
1412,1566078415.522806,1566078415.540426,17.619371,-0.100007
1413,1566078415.622849,1566078415.640543,17.694473,-0.100042
1414,1566078415.722868,1566078415.740556,17.687559,-0.100019
1415,1566078415.822766,1566078415.840455,17.688990,-0.099898
1416,1566078415.922614,1566078415.940315,17.701149,-0.099848
1417,1566078416.022827,1566078416.040482,17.654657,-0.100214
1418,1566078416.122725,1566078416.140413,17.688274,-0.099897
1419,1566078416.222776,1566078416.240471,17.694473,-0.100052
1420,1566078416.322720,1566078416.340406,17.686129,-0.099944
1421,1566078416.422774,1566078416.440436,17.662525,-0.100053
1422,1566078416.522681,1566078416.540384,17.703056,-0.099907
1423,1566078416.622629,1566078416.640327,17.698765,-0.099948
1424,1566078416.722793,1566078416.740423,17.630100,-0.100164
1425,1566078416.822636,1566078416.840327,17.690182,-0.099844
1426,1566078416.922653,1566078416.940341,17.687559,-0.100017
1427,1566078417.022891,1566078417.040561,17.669916,-0.100238
1428,1566078417.122792,1566078417.140423,17.631292,-0.099901
1429,1566078417.222658,1566078417.240370,17.711639,-0.099866
1430,1566078417.322795,1566078417.340390,17.595768,-0.100136
1431,1566078417.422724,1566078417.440393,17.668724,-0.099930
1432,1566078417.522840,1566078417.540480,17.640114,-0.100116
1433,1566078417.622699,1566078417.640394,17.694712,-0.099859
1434,1566078417.722682,1566078417.740362,17.680883,-0.099983
1435,1566078417.822808,1566078417.840444,17.636776,-0.100126
1436,1566078417.922706,1566078417.940413,17.707348,-0.099899
1437,1566078418.022640,1566078418.040298,17.657280,-0.099934
1438,1566078418.122686,1566078418.140401,17.714739,-0.100046
1439,1566078418.222667,1566078418.240412,17.744064,-0.099981
1440,1566078418.322755,1566078418.340369,17.614365,-0.100087
1441,1566078418.422684,1566078418.440379,17.695189,-0.099929
1442,1566078418.522710,1566078418.540337,17.626286,-0.100026
1443,1566078418.622713,1566078418.640394,17.681122,-0.100003
1444,1566078418.722827,1566078418.740565,17.737150,-0.100114
1445,1566078418.822664,1566078418.840450,17.785072,-0.099837
1446,1566078418.922789,1566078418.940420,17.630816,-0.100124
1447,1566078419.022727,1566078419.040483,17.755985,-0.099939
1448,1566078419.122706,1566078419.140403,17.696857,-0.099979
1449,1566078419.222909,1566078419.240585,17.675877,-0.100203
1450,1566078419.322793,1566078419.340405,17.611980,-0.099885
1451,1566078419.422666,1566078419.440366,17.699718,-0.099872
1452,1566078419.522837,1566078419.540453,17.616034,-0.100171
1453,1566078419.622829,1566078419.640470,17.640591,-0.099992
1454,1566078419.722866,1566078419.740560,17.693281,-0.100037
1455,1566078419.822781,1566078419.840419,17.638206,-0.099914
1456,1566078419.922642,1566078419.940353,17.711163,-0.099861
1457,1566078420.022740,1566078420.040382,17.641783,-0.100099
1458,1566078420.122781,1566078420.140550,17.769098,-0.100041
1459,1566078420.222882,1566078420.240538,17.656088,-0.100101
1460,1566078420.322800,1566078420.340444,17.643929,-0.099918
1461,1566078420.422734,1566078420.440413,17.679214,-0.099934
1462,1566078420.522588,1566078420.540253,17.665148,-0.099854
1463,1566078420.622655,1566078420.640308,17.652273,-0.100068
1464,1566078420.722672,1566078420.740327,17.655373,-0.100016
1465,1566078420.822696,1566078420.840343,17.646074,-0.100025
1466,1566078420.922655,1566078420.940300,17.645597,-0.099958
1467,1566078421.022597,1566078421.040242,17.644405,-0.099942
1468,1566078421.122615,1566078421.140268,17.653227,-0.100018
1469,1566078421.222597,1566078421.240249,17.651796,-0.099982
1470,1566078421.322665,1566078421.340380,17.714500,-0.100068
1471,1566078421.422770,1566078421.440426,17.656565,-0.100105
1472,1566078421.522750,1566078421.540390,17.639637,-0.099980
1473,1566078421.622746,1566078421.640405,17.658472,-0.099996
1474,1566078421.722774,1566078421.740485,17.711639,-0.100027
1475,1566078421.822694,1566078421.840394,17.700434,-0.099920
1476,1566078421.922822,1566078421.940504,17.682552,-0.100128
1477,1566078422.022800,1566078422.040441,17.640352,-0.099978
1478,1566078422.122711,1566078422.140394,17.683744,-0.099910
1479,1566078422.222786,1566078422.240441,17.655611,-0.100075
1480,1566078422.322862,1566078422.340531,17.669439,-0.100076
1481,1566078422.422697,1566078422.440549,17.851353,-0.099835
1482,1566078422.522666,1566078422.540380,17.714739,-0.099968
1483,1566078422.622669,1566078422.640365,17.695904,-0.100004
1484,1566078422.722869,1566078422.740527,17.658472,-0.100200
1485,1566078422.822764,1566078422.840410,17.646074,-0.099895
1486,1566078422.922731,1566078422.940445,17.713547,-0.099968
1487,1566078423.022861,1566078423.040473,17.612696,-0.100129
1488,1566078423.122789,1566078423.140455,17.666340,-0.099928
1489,1566078423.222761,1566078423.240485,17.724514,-0.099972
1490,1566078423.322789,1566078423.340416,17.626762,-0.100029
1491,1566078423.422731,1566078423.440424,17.693281,-0.099941
1492,1566078423.522714,1566078423.540479,17.765522,-0.099983
1493,1566078423.622755,1566078423.640445,17.689466,-0.100041
1494,1566078423.722753,1566078423.740411,17.657995,-0.099998
1495,1566078423.822828,1566078423.840478,17.649412,-0.100075
1496,1566078423.922687,1566078423.940368,17.681837,-0.099858
1497,1566078424.022853,1566078424.040575,17.722130,-0.100166
1498,1566078424.122765,1566078424.140408,17.642736,-0.099912
1499,1566078424.222835,1566078424.240462,17.627478,-0.100070
1500,1566078424.322802,1566078424.340418,17.615795,-0.099967
1501,1566078424.422719,1566078424.440408,17.689466,-0.099917
1502,1566078424.522683,1566078424.540406,17.723322,-0.099964
1503,1566078424.622762,1566078424.640462,17.699718,-0.100080
1504,1566078424.722731,1566078424.740474,17.742395,-0.099969
1505,1566078424.822665,1566078424.840334,17.668486,-0.099934
1506,1566078424.922702,1566078424.940434,17.732620,-0.100036
1507,1566078425.022825,1566078425.040461,17.635584,-0.100124
1508,1566078425.122846,1566078425.140544,17.698050,-0.100021
1509,1566078425.222838,1566078425.240481,17.643452,-0.099992
1510,1566078425.322677,1566078425.340420,17.743349,-0.099839
1511,1566078425.422705,1566078425.440390,17.685652,-0.100028
1512,1566078425.522897,1566078425.540514,17.616034,-0.100193
1513,1566078425.622816,1566078425.640523,17.706871,-0.099919
1514,1566078425.722752,1566078425.740431,17.679214,-0.099936
1515,1566078425.822734,1566078425.840460,17.725706,-0.099983
1516,1566078425.922701,1566078425.940369,17.667770,-0.099967
1517,1566078426.022821,1566078426.040426,17.605066,-0.100120
1518,1566078426.122787,1566078426.140468,17.681360,-0.099965
1519,1566078426.222665,1566078426.240330,17.664909,-0.099878
1520,1566078426.322697,1566078426.340456,17.759323,-0.100032
1521,1566078426.422665,1566078426.440352,17.687559,-0.099968
1522,1566078426.522740,1566078426.540371,17.631292,-0.100075
1523,1566078426.622675,1566078426.640342,17.667055,-0.099936
1524,1566078426.722789,1566078426.740403,17.613411,-0.100114
1525,1566078426.822760,1566078426.840388,17.627478,-0.099971
1526,1566078426.922684,1566078426.940375,17.690897,-0.099924
1527,1566078427.022712,1566078427.040426,17.714500,-0.100027
1528,1566078427.123060,1566078427.140767,17.706633,-0.100348
1529,1566078427.222697,1566078427.240415,17.718077,-0.099637
1530,1566078427.322710,1566078427.340396,17.685890,-0.100013
1531,1566078427.422796,1566078427.440440,17.644644,-0.100086
1532,1566078427.522765,1566078427.540392,17.627001,-0.099969
1533,1566078427.622901,1566078427.640543,17.642260,-0.100136
1534,1566078427.722862,1566078427.740554,17.692566,-0.099961
1535,1566078427.822787,1566078427.840406,17.619133,-0.099925
1536,1566078427.922814,1566078427.940444,17.630339,-0.100027
1537,1566078428.022653,1566078428.040311,17.657995,-0.099839
1538,1566078428.122752,1566078428.140450,17.697811,-0.100099
1539,1566078428.222716,1566078428.240412,17.695427,-0.099965
1540,1566078428.322665,1566078428.340338,17.672300,-0.099949
1541,1566078428.422806,1566078428.440505,17.699242,-0.100140
1542,1566078428.522726,1566078428.540342,17.615795,-0.099921
1543,1566078428.622871,1566078428.640534,17.662287,-0.100145
1544,1566078428.722752,1566078428.740381,17.629147,-0.099880
1545,1566078428.822667,1566078428.840357,17.690420,-0.099915
1546,1566078428.922884,1566078428.940522,17.637968,-0.100217
1547,1566078429.022797,1566078429.040414,17.616749,-0.099914
1548,1566078429.122851,1566078429.140478,17.626286,-0.100054
1549,1566078429.222837,1566078429.240506,17.669201,-0.099985
1550,1566078429.322720,1566078429.340449,17.729282,-0.099883
1551,1566078429.422656,1566078429.440377,17.720699,-0.099936
1552,1566078429.522807,1566078429.540433,17.625809,-0.100151
1553,1566078429.622804,1566078429.640623,17.818928,-0.099997
1554,1566078429.722803,1566078429.740435,17.631769,-0.099999
1555,1566078429.822712,1566078429.840406,17.693520,-0.099910
1556,1566078429.922731,1566078429.940384,17.653465,-0.100018
1557,1566078430.022680,1566078430.040373,17.692804,-0.099949
1558,1566078430.122868,1566078430.140535,17.667770,-0.100188
1559,1566078430.222844,1566078430.240535,17.691135,-0.099977
1560,1566078430.322736,1566078430.340363,17.627001,-0.099892
1561,1566078430.422819,1566078430.440457,17.637968,-0.100083
1562,1566078430.522861,1566078430.540499,17.638922,-0.100042
1563,1566078430.622776,1566078430.640483,17.706871,-0.099915
1564,1566078430.722725,1566078430.740391,17.665625,-0.099949
1565,1566078430.822821,1566078430.840466,17.644644,-0.100096
1566,1566078430.922798,1566078430.940423,17.624855,-0.099977
1567,1566078431.022730,1566078431.040469,17.739058,-0.099931
1568,1566078431.122699,1566078431.140415,17.715931,-0.099969
1569,1566078431.222713,1566078431.240439,17.726421,-0.100014
1570,1566078431.322791,1566078431.340442,17.651320,-0.100078
1571,1566078431.422801,1566078431.440449,17.648697,-0.100010
1572,1566078431.522819,1566078431.540521,17.701387,-0.100019
1573,1566078431.622715,1566078431.640321,17.605543,-0.099896
1574,1566078431.722740,1566078431.740458,17.717361,-0.100025
1575,1566078431.822707,1566078431.840398,17.690659,-0.099967
1576,1566078431.922662,1566078431.940360,17.697573,-0.099956
1577,1566078432.022685,1566078432.040413,17.728567,-0.100022
1578,1566078432.122822,1566078432.140575,17.752409,-0.100138
1579,1566078432.222765,1566078432.240458,17.693520,-0.099943
1580,1566078432.322726,1566078432.340324,17.597914,-0.099961
